web-scraper-order,web-scraper-start-url,Links,Links-href,Adress,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/månad,Driftskostnad/år,Pages
"1693468398-405","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33906%2C18.0526085&amp;size=640x350&amp;zoom=14&amp;signature=NE_VxG28UrPY4fe7mH9rVjNLrBU=""/>Såld 2022-11-09<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/17/2e/172ebb4f2679e9eed813257e4ebbc9af.jpg""/>Rådmansgatan 76C, Högst uppLägenhetVasastan Odenplan, Stockholms kommun<img alt=""FANTASTIC FRANK"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/45/13/45131277d8b39470c86160404c556adc.png""/>65,4 m²3 rum846 kr/månHissSlutpris 7 400 000 kr+10 %113 150 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-odenplan-stockholms-kommun-radmansgatan-76c,-hogst-upp-1076035696840332193","Slutpris
  Rådmansgatan 76C, Högst upp","9 november 2022","7 400 000 kr","6 700 000 kr","Lägenhet","Bostadsrätt","3 rum","65,4 m²","Nej","6 av 6, hiss finns","1979","846 kr/mån","9 070 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=22"
"1693468406-406","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3431854%2C18.029026&amp;size=640x350&amp;zoom=14&amp;signature=jP82_BcfqjujifyocjlDfZf-81E=""/>Såld 2022-11-09Karlbergsvägen 82A, 3 trLägenhetVasastan - Birkastan, Stockholms kommun90 m²3 rum3 735 kr/månBalkongHissSlutpris 11 800 000 kr+8 %131 111 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-birkastan-stockholms-kommun-karlbergsvagen-82a,-3-tr-3623938227605901200","Slutpris
  Karlbergsvägen 82A, 3 tr","9 november 2022","11 800 000 kr","10 950 000 kr","Lägenhet","Bostadsrätt","3 rum","90 m²","Ja","3 av 5, hiss finns","1912","3 735 kr/mån","6 000 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=22"
"1693468414-407","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33875%2C18.0566845&amp;size=640x350&amp;zoom=14&amp;signature=fnkCemDDlai9cv_GmQc01sCOzZE=""/>Såld 2022-11-09Drottninggatan 81BLägenhetVasastan - Norrmalm, Stockholms kommun64 m²3 rum1 634 kr/månBalkongHissSlutpris 6 700 000 kr-4 %104 688 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-norrmalm-stockholms-kommun-drottninggatan-81b-3928572105993371226","Slutpris
  Drottninggatan 81B","9 november 2022","6 700 000 kr","6 950 000 kr","Lägenhet","Bostadsrätt","3 rum","64 m²","Ja","2 av 4, hiss finns","1931","1 634 kr/mån","5 400 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=22"
"1693468422-408","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3451576%2C18.043541&amp;size=640x350&amp;zoom=14&amp;signature=EcEwhl_yOxc-MhPT7MiYkEwnHdk=""/>Såld 2022-11-09<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/74/32/7432cf0d90242bcd1cf556a17b7ac4a7.jpg""/>Västmannagatan 87B, BVLägenhetVasastan, Stockholms kommun<img alt=""Unik Fastighetsförmedling AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/1f/dc/1fdc077a6f97e73bc7caf13f303e65aa.jpg""/>81 m²3 rum3 701 kr/månHissSlutpris 7 675 000 kr+2 %94 753 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-vasastan-stockholms-kommun-vastmannagatan-87b,-bv-6316785233268919618","Slutpris
  Västmannagatan 87B, BV","9 november 2022","7 675 000 kr","7 495 000 kr","Lägenhet","Bostadsrätt","3 rum","81 m²","Nej","","1901","3 701 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=22"
"1693468430-409","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3459549%2C18.0443363&amp;size=640x350&amp;zoom=14&amp;signature=dyXDh_dPvfOSJCrvgkmdW8-0Jiw=""/>Såld 2022-11-09Vanadisvägen 25LägenhetVasastan, Stockholms kommun<img alt=""Erik Olsson Fastighetsförmedling"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/6f/47/6f472408571111fc3d41d0dff42955b9.png""/>108 m²4 rum4 927 kr/månBalkongHissSlutpris 10 800 000 kr+8 %100 000 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vasastan-stockholms-kommun-vanadisvagen-25-6559041044194004860","Slutpris
  Vanadisvägen 25","9 november 2022","10 800 000 kr","9 995 000 kr","Lägenhet","Andelsboende","4 rum","108 m²","Ja","1 av 5, hiss finns","1910","4 927 kr/mån","5 880 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=22"
"1693468438-410","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.33346273589384%2C18.080691721635855&amp;size=640x350&amp;zoom=14&amp;signature=zGPqYzxanLmrh6WC1fko6hWFU_s=""/>Såld 2022-11-09<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/60/a7/60a732ac198b0f6e373b16633cb047b6.jpg""/>RichardLagerlingArtillerigatan 12LägenhetÖstermalm, Stockholms kommun<img alt=""Lagerlings"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/02/7d/027d679ffcb9c2ecca70c2e9ec437573.jpg""/>187 m²5 rum3 049 kr/månSlutpris 32 000 000 kr-9 %171 123 kr/m²","https://www.hemnet.se/salda/lagenhet-5rum-ostermalm-stockholms-kommun-artillerigatan-12-7797630823366327346","Slutpris
  Artillerigatan 12","9 november 2022","32 000 000 kr","35 000 000 kr","Lägenhet","Bostadsrätt","5 rum","187 m²","","1 av 4","1895","3 049 kr/mån","","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=22"
"1693468446-411","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3342743%2C18.0239487&amp;size=640x350&amp;zoom=14&amp;signature=b3X5zp0g_rB0hhixZxQggJYiCDA=""/>Såld 2022-11-09Sankt Göransgatan 131, 4trLägenhetKungsholmen, Stockholms kommun<img alt=""Notar"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/20/cc/20cc4b76ca46cc2250eb9f2561a63e8c.png""/>73,5 m²3 rum3 493 kr/månBalkongHissSlutpris 6 060 000 kr+1 %82 449 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-stockholms-kommun-sankt-goransgatan-131,-4tr-8109797280122027189","Slutpris
  Sankt Göransgatan 131, 4tr","9 november 2022","6 060 000 kr","5 995 000 kr","Lägenhet","Bostadsrätt","3 rum","73,5 m²","Ja","4, hiss finns","2007","3 493 kr/mån","9 396 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=22"
"1693468454-412","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.342844991239595%2C18.08029297482275&amp;size=640x350&amp;zoom=14&amp;signature=z1IGYARX5JFmopdfmtizlSpd_v8=""/>Såld 2022-11-10<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/44/22/4422fbea203c2069894ec2aaa9e2d2a0.png""/>MartinSjömanBrahegatan 62LägenhetÖstermalm, Stockholms kommun<img alt=""SJÖMAN\FRISK"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/99/2f/992f7e0d32a89358704ddc282bd0c468.png""/>95 m²3 rum5 211 kr/månBalkongHissSlutpris 12 500 000 kr±0 %131 579 kr/m²","https://www.hemnet.se/salda/lagenhet-3rum-ostermalm-stockholms-kommun-brahegatan-62-2455432586797202254","Slutpris
  Brahegatan 62","10 november 2022","12 500 000 kr","12 500 000 kr","Lägenhet","Bostadsrätt","3 rum","95 m²","Ja","3 av 5, hiss finns","1886","5 211 kr/mån","6 800 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=22"
"1693468462-413","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3477364%2C18.0635548&amp;size=640x350&amp;zoom=14&amp;signature=SOF-Q3y_OkSK-4PsR8WPfDQWPHM=""/>Såld 2022-11-10<img alt=""profilfoto på mäklare"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover"" src=""https://bilder.hemnet.se/images/broker_profile_small/b9/e1/b9e1b163c46c84055aace7afbed90107.jpg""/>HenricMattssonValhallavägen 38ALägenhetVasastan - Östermalm, Stockholms kommun<img alt=""Innerstadsspecialisten Stockholm AB"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/c9/5d/c95d4747f3ed25d9c044a37d6d974aa4.png""/>87 m²4 rum4 754 kr/månSlutpris 9 050 000 kr+1 %104 023 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vasastan-ostermalm-stockholms-kommun-valhallavagen-38a-2558094131122299826","Slutpris
  Valhallavägen 38A","10 november 2022","9 050 000 kr","8 950 000 kr","Lägenhet","Bostadsrätt","4 rum","87 m²","Nej","2 av 4, hiss finns ej","1905","4 754 kr/mån","8 500 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=22"
"1693468470-414","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968","Maps Data: Google © 2023<img alt=""Karta för bostaden"" loading=""lazy"" decoding=""async"" data-nimg=""fixed"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:cover;object-position:center"" class=""StaticMapImage_container__1NkSK"" src=""https://maps.googleapis.com/maps/api/staticmap?key=AIzaSyAvR8lQbyQytYdggFUVGZekvRFX2fJGGZ0&amp;language=sv&amp;map_id=f2115f301367545e&amp;markers=icon%3Ahttps%3A%2F%2Fwww.hemnet.se%2Fimages%2Flisting_icons%2Fmap_markers%2Fstatic_map_markers%2Fapartment.png%7Cscale%3A1%7C59.3438721%2C18.0510063&amp;size=640x350&amp;zoom=14&amp;signature=rckBien9-_z1GEsKcI4xirD61iE=""/>Såld 2022-11-10Surbrunnsgatan 64, 3 trLägenhetVasastan - Odenplan, Stockholms kommun<img alt=""Historiska Hem"" loading=""lazy"" decoding=""async"" data-nimg=""fill"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%;object-fit:contain;object-position:top left"" src=""https://bilder.hemnet.se/images/broker_logo_2/29/ef/29ef6ea0936106a0033c5f69a2feda85.png""/>93 m²4 rum4 273 kr/månBalkongHissSlutpris 9 550 000 kr+3 %102 688 kr/m²","https://www.hemnet.se/salda/lagenhet-4rum-vasastan-odenplan-stockholms-kommun-surbrunnsgatan-64,-3-tr-3567293387206787982","Slutpris
  Surbrunnsgatan 64, 3 tr","10 november 2022","9 550 000 kr","9 295 000 kr","Lägenhet","Bostadsrätt","4 rum","93 m²","Ja","3 av 4, hiss finns","1887","4 273 kr/mån","10 918 kr/år","https://www.hemnet.se/salda/bostader?sold_age=12m&rooms_max=15&rooms_min=3&location_ids%5B%5D=925970&location_ids%5B%5D=925969&location_ids%5B%5D=473448&location_ids%5B%5D=925968&page=22"
